/home/reyerchu/_cpath_priv/tree	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	af1072b95b8f1eedbb59a7ac0fc4c0b083e34cbf
/home/reyerchu/_dens_priv/wt-jdrc1177	LANDED	RESOLVES	harvest/worktree-triage-jharvest	6aa0d6abf1762c84710a5970d67fac623cbc82ad
/home/reyerchu/_fix11	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	8e858cc68b8ff6e9289997b76412be26bf6b0237
/home/reyerchu/_fix11_base	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	d45922bc380e7d31e949f7988a246aff3b355cc0
/home/reyerchu/_gk1347	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	aa3b3676873a35d9ec3c67cdc0598cecb65357af
/home/reyerchu/_gk1734	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	89d4fb6ea5ae9ae149c4d8299083d466bd94a13f
/home/reyerchu/_i1348	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	b74d5d0a4c25564584ba3e5ad2b4862b313e9141
/home/reyerchu/_jcapture	LANDED	NO_INSTRUCTION	-	-
/home/reyerchu/jf-63x8-work/basejm9	LANDED	NO_INSTRUCTION	-	-
/home/reyerchu/_jfeas	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	b7698b9d60988c350dc0bbaa0e88f8316518fe3a
/home/reyerchu/_jfeas_base	LANDED	NO_INSTRUCTION	-	-
/home/reyerchu/_jppa_closure/tree	LANDED	RESOLVES	harvest/worktree-triage-jharvest	fe08aed032b96d061f352bdd9dc70faf9f0021c7
/home/reyerchu/_jppa_fixtures/tree	LANDED	RESOLVES	harvest/worktree-triage-jharvest	0dc3e9e7f81486e2594a191ea0ec1f8beb5c5dd1
/home/reyerchu/_jppa_power/base	LANDED	NO_INSTRUCTION	-	-
/home/reyerchu/_pg_1613	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	94a991e5d032baa87f1a69cbfd43e09ca7f60795
/home/reyerchu/_spmfinal_8HD-6	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	70b66ad07b0b493018334a1bbb43b30abea4f9f5
/home/reyerchu/_tim_priv/wt-jsetup-timing	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	66085fbf5545eb6a7be48493556fb5b8cb1e5617
/home/reyerchu/_v1123	RECOVER	RESOLVES	harvest/rescue-108-v1123-staged	e285b647398af90c8fa7640517fc4e5df34ac934
/home/reyerchu/wt-j63x8c	ABANDON	RESOLVES	harvest/worktree-triage-jharvest	3ab7fc723e4984597ed5a6662798b60e7bbb505c
/home/reyerchu/wt-jf63x8b	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	ec46ce1e6ad098fb61dbfbe7821764570353b1f8
/home/reyerchu/wt-jm9	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	509f10d85273bae6608a9494b39ba53a4a2f273b
/home/reyerchu/wt-jw1-tapeout	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	a48ad8b7856c973936b10287fad60957ffb4d5c3
/home/reyerchu/wt-jw2-extract-err	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	d8af5ec157cf38fc2f57fa41f3208dab8f1a2595
/home/reyerchu/wt-jw2-scratch-revert	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	64452a3fb93812c785bcf572e21a94032bf35ea6
/home/reyerchu/wt-main62	LANDED	NO_INSTRUCTION	-	-
/tmp/claude-1000/-home-reyerchu-vibe-ic/0144f922-cbe4-48a4-937e-a5e723ca0cec/scratchpad/wt-base	LANDED	NO_INSTRUCTION	-	-
/tmp/claude-1000/-home-reyerchu-vibe-ic/0144f922-cbe4-48a4-937e-a5e723ca0cec/scratchpad/wt-ppa	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	c7f34a9822923c1ce9053b8c093cc10b2dca8f4d
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	0aa57229f64d69904a7d70f302ab7093530fc654
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt2	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	b6bb7de63d2b8e73bce75c5f5d7debeb3b48e889
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt3	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	8342b9a636d262a3985c64463ad9fc4205e258e1
/home/reyerchu/_a1456	RECOVER	RESOLVES	harvest/rescue-112-a1456-staged	ddbd12352feb0cf9f8d465825965332fc83f1fa5
/home/reyerchu/_a1610	LANDED	RESOLVES	harvest/worktree-triage-jharvest	66ed68a707f0237a47acfeb6fe87937316b7a780
/home/reyerchu/_batch41	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	6c91641b85f489d839036bed3dcdce9d6152cf4e
/home/reyerchu/_batch42	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	2a942150b9895db1e0350c8a15e6374e9e0f12d4
/home/reyerchu/_batch43	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	6e90026c05fdd0c7d33641b2eeeb99438f127380
/home/reyerchu/_batch7	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	471490960c60e547296990ab83f5188ef0a490df
/home/reyerchu/_batch96	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	35bdad45f135b8bb92c2c149e40b4abae65e86c2
/home/reyerchu/_batchX	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	3ee007b6eaf4dc194cff74bc4db4b421ec9ffdb0
/home/reyerchu/_cpath_priv/basetree	LANDED	NO_INSTRUCTION	-	-
/home/reyerchu/_ctrl1532	LANDED	RESOLVES	harvest/worktree-triage-jharvest	fa0ce6f8ad97f660f63727fd4897d726d8656828
/home/reyerchu/_ctrl2	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	09eee05443e037fbc296692236e9967558ce4c05
/home/reyerchu/_ctrl3	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	9a037726e0550f2e0deaeeb239723f2b696216cf
/home/reyerchu/_gf180_priv/wt	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	5240ead2c7ee91bdafedf86c8fb634f169461a64
/home/reyerchu/_gf180_priv/wt2	LANDED	NO_INSTRUCTION	-	-
/home/reyerchu/_i_batch103	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	e539d0622eaf27075ec6443b74afd450ccb3d222
/home/reyerchu/_i_batchv2	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	5f8de0427b706e76681505a605204bf54d62df56
/home/reyerchu/_i_batchv3	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	78f99ee5f23231d23980dded04d73aec34e108ce
/home/reyerchu/_i_pin_v1519_1091	LANDED	RESOLVES	harvest/worktree-triage-jharvest	33acdb41e0c5a1e6c0117069f178b1984b198477
/home/reyerchu/_i_solo_1126	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	30ca1a916507478dbe53f7517e3b16f76fa6efde
/home/reyerchu/_i_solo_1517	LANDED	RESOLVES	harvest/worktree-triage-jharvest	097b91daaff0cf0cd1bb8ad47f757ef4b0b2639e
/home/reyerchu/_jcorpus/base	LANDED	NO_INSTRUCTION	-	-
/home/reyerchu/_jcorpus/tree	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	aeb888694f8fe4fde567ee37d00fa25d3fdb38d9
/home/reyerchu/_jd3	LANDED	NO_INSTRUCTION	-	-
/home/reyerchu/_jppa_contract/tree	LANDED	RESOLVES	harvest/worktree-triage-jharvest	e59fb46f38982b0034d62d7e36ce0003933bb709
/home/reyerchu/_jppa_search/tree	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	dd98dab4baaa659ca24fb1edf1fd10f966c0e220
/home/reyerchu/_jppa_skills/tree	LANDED	RESOLVES	harvest/worktree-triage-jharvest	39b985af57acb42a71855fb323391dac747880f5
/home/reyerchu/_steps68	RECOVER	RESOLVES	harvest/worktree-triage-jharvest	8aeb759d0e224d80c61d43ba86de258f25483f16
