/home/reyerchu/_cpath_priv/tree	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md
/home/reyerchu/_fix11	DIFFERS	tools/ci/protected_landing_transition.json
/home/reyerchu/_fix11_base	DIFFERS	tools/ci/protected_landing_transition.json
/home/reyerchu/_gk1347	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/programs/checker_execution_wiring_audit.py
/home/reyerchu/_gk1734	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/programs/ci_harness_timeout_ceiling_check.py
/home/reyerchu/_i1348	DIFFERS	tools/gen_matrix_63x8_census.py
/home/reyerchu/_jfeas	DIFFERS	RESULT.md
/home/reyerchu/_pg_1613	DIFFERS	benchmark-data/ic/INDEX.md
/home/reyerchu/_spmfinal_8HD-6	DIFFERS	docs/FOUR_FIXES_COMBINED_RUN.md
/home/reyerchu/_tim_priv/wt-jsetup-timing	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/programs/declared_clock_period.py
/home/reyerchu/_v1123	DIFFERS	tools/vibeic-eda/sync_image_version.py
/home/reyerchu/wt-jf63x8b	DIFFERS	RESULT.md
/home/reyerchu/wt-jm9	DIFFERS	RESULT.md
/home/reyerchu/wt-jw1-tapeout	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/programs/tapeout_readiness_check.py
/home/reyerchu/wt-jw2-extract-err	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml
/home/reyerchu/wt-jw2-scratch-revert	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml
/tmp/claude-1000/-home-reyerchu-vibe-ic/0144f922-cbe4-48a4-937e-a5e723ca0cec/scratchpad/wt-ppa	DIFFERS	.image-version-ignore
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/programs/emitted_script_portability_check.py
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt2	DIFFERS	RESULT.md
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt3	DIFFERS	jm9/RESULT.md
/home/reyerchu/_a1456	NO_CITED_PATH_RESOLVED	
/home/reyerchu/_batch41	DIFFERS	benchmark-data/ic/INDEX.md
/home/reyerchu/_batch42	DIFFERS	benchmark-data/ic/INDEX.md
/home/reyerchu/_batch43	DIFFERS	benchmark-data/ic/INDEX.md
/home/reyerchu/_batch7	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/programs/gate_host_independence_check.py
/home/reyerchu/_batch96	DIFFERS	benchmark-data/evaluation/verilogeval_human/RESULT.md
/home/reyerchu/_batchX	DIFFERS	benchmark-data/evaluation/verilogeval_human/RESULT.md
/home/reyerchu/_ctrl2	DIFFERS	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_63x8_coverage.py
