/home/reyerchu/_cpath_priv/tree	RECOVER	LIVE	live/harvest/rescue-reanchor-9
/home/reyerchu/_dens_priv/wt-jdrc1177	LANDED	LIVE	live/harvest/worktree-triage-jharvest
/home/reyerchu/_fix11	RECOVER	LIVE	live/harvest/rescue-reanchor-7
/home/reyerchu/_fix11_base	RECOVER	LIVE	live/harvest/rescue-reanchor-10
/home/reyerchu/_gk1347	RECOVER	LIVE	live/harvest/rescue-reanchor-9
/home/reyerchu/_gk1734	RECOVER	LIVE	live/harvest/rescue-reanchor-7
/home/reyerchu/_i1348	RECOVER	LIVE	live/harvest/rescue-reanchor-9
/home/reyerchu/_jcapture	LANDED	LIVE	live/agent/j63b-63x8-reenumeration
/home/reyerchu/jf-63x8-work/basejm9	LANDED	LIVE	live/agent/j63b-63x8-reenumeration
/home/reyerchu/_jfeas	RECOVER	LIVE	live/harvest/rescue-reanchor-9
/home/reyerchu/_jfeas_base	LANDED	LIVE	live/agent/j63b-63x8-reenumeration
/home/reyerchu/_jppa_closure/tree	LANDED	LIVE	live/harvest/rescue-reanchor-12
/home/reyerchu/_jppa_fixtures/tree	LANDED	LIVE	live/harvest/rescue-reanchor-1
/home/reyerchu/_jppa_power/base	LANDED	LIVE	live/agent/j63b-63x8-reenumeration
/home/reyerchu/_pg_1613	RECOVER	LIVE	live/harvest/rescue-reanchor-8
/home/reyerchu/_spmfinal_8HD-6	RECOVER	LIVE	live/harvest/rescue-reanchor-6
/home/reyerchu/_tim_priv/wt-jsetup-timing	RECOVER	LIVE	live/harvest/worktree-triage-jharvest
/home/reyerchu/_v1123	RECOVER	LIVE	live/agent/j63b-63x8-reenumeration
/home/reyerchu/wt-j63x8c	ABANDON	LIVE	live/harvest/worktree-triage-jharvest
/home/reyerchu/wt-jf63x8b	RECOVER	LIVE	live/harvest/rescue-reanchor-11
/home/reyerchu/wt-jm9	RECOVER	LIVE	live/harvest/rescue-reanchor-5
/home/reyerchu/wt-jw1-tapeout	RECOVER	LIVE	live/harvest/rescue-reanchor-8
/home/reyerchu/wt-jw2-extract-err	RECOVER	LIVE	live/harvest/rescue-reanchor-11
/home/reyerchu/wt-jw2-scratch-revert	RECOVER	LIVE	live/harvest/rescue-reanchor-5
/home/reyerchu/wt-main62	LANDED	LIVE	live/agent/j63b-63x8-reenumeration
/tmp/claude-1000/-home-reyerchu-vibe-ic/0144f922-cbe4-48a4-937e-a5e723ca0cec/scratchpad/wt-base	LANDED	LIVE	live/agent/j63b-63x8-reenumeration
/tmp/claude-1000/-home-reyerchu-vibe-ic/0144f922-cbe4-48a4-937e-a5e723ca0cec/scratchpad/wt-ppa	RECOVER	LIVE	live/harvest/rescue-reanchor-10
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt	RECOVER	LIVE	live/harvest/rescue-reanchor-1
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt2	RECOVER	LIVE	live/harvest/rescue-reanchor-9
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt3	RECOVER	LIVE	live/harvest/rescue-reanchor-7
/home/reyerchu/_a1456	RECOVER	LIVE	live/agent/j63b-63x8-reenumeration
/home/reyerchu/_a1610	LANDED	LIVE	live/harvest/rescue-reanchor-6
/home/reyerchu/_batch41	RECOVER	LIVE	live/harvest/rescue-reanchor-6
/home/reyerchu/_batch42	RECOVER	LIVE	live/harvest/rescue-reanchor-3
