path	verdict	judged_head	drift	current_head	tracked_modifications	untracked_files
/home/reyerchu/_cpath_priv/tree	RECOVER	af1072b95b8f1eedbb59a7ac0fc4c0b083e34cbf	HEAD_SAME	af1072b95b8f1eedbb59a7ac0fc4c0b083e34cbf	mod=0	untracked=0
/home/reyerchu/_fix11	RECOVER	8e858cc68b8ff6e9289997b76412be26bf6b0237	HEAD_SAME	8e858cc68b8ff6e9289997b76412be26bf6b0237	mod=0	untracked=0
/home/reyerchu/_fix11_base	RECOVER	d45922bc380e7d31e949f7988a246aff3b355cc0	HEAD_SAME	d45922bc380e7d31e949f7988a246aff3b355cc0	mod=0	untracked=0
/home/reyerchu/_gk1347	RECOVER	aa3b3676873a35d9ec3c67cdc0598cecb65357af	HEAD_SAME	aa3b3676873a35d9ec3c67cdc0598cecb65357af	mod=0	untracked=0
/home/reyerchu/_gk1734	RECOVER	89d4fb6ea5ae9ae149c4d8299083d466bd94a13f	HEAD_SAME	89d4fb6ea5ae9ae149c4d8299083d466bd94a13f	mod=0	untracked=0
/home/reyerchu/_i1348	RECOVER	b74d5d0a4c25564584ba3e5ad2b4862b313e9141	HEAD_SAME	b74d5d0a4c25564584ba3e5ad2b4862b313e9141	mod=0	untracked=0
/home/reyerchu/_jfeas	RECOVER	b7698b9d60988c350dc0bbaa0e88f8316518fe3a	HEAD_SAME	b7698b9d60988c350dc0bbaa0e88f8316518fe3a	mod=0	untracked=0
/home/reyerchu/_pg_1613	RECOVER	94a991e5d032baa87f1a69cbfd43e09ca7f60795	HEAD_SAME	94a991e5d032baa87f1a69cbfd43e09ca7f60795	mod=0	untracked=0
/home/reyerchu/_spmfinal_8HD-6	RECOVER	70b66ad07b0b493018334a1bbb43b30abea4f9f5	HEAD_SAME	70b66ad07b0b493018334a1bbb43b30abea4f9f5	mod=0	untracked=0
/home/reyerchu/_tim_priv/wt-jsetup-timing	RECOVER	66085fbf5545eb6a7be48493556fb5b8cb1e5617	HEAD_SAME	66085fbf5545eb6a7be48493556fb5b8cb1e5617	mod=0	untracked=0
/home/reyerchu/_v1123	RECOVER	f2bc39fd53543a5acd41ef78bc88631ceb0f30cc	HEAD_SAME	f2bc39fd53543a5acd41ef78bc88631ceb0f30cc	mod=384	untracked=0
/home/reyerchu/wt-jf63x8b	RECOVER	ec46ce1e6ad098fb61dbfbe7821764570353b1f8	HEAD_SAME	ec46ce1e6ad098fb61dbfbe7821764570353b1f8	mod=0	untracked=0
/home/reyerchu/wt-jm9	RECOVER	509f10d85273bae6608a9494b39ba53a4a2f273b	HEAD_SAME	509f10d85273bae6608a9494b39ba53a4a2f273b	mod=0	untracked=0
/home/reyerchu/wt-jw1-tapeout	RECOVER	a48ad8b7856c973936b10287fad60957ffb4d5c3	HEAD_SAME	a48ad8b7856c973936b10287fad60957ffb4d5c3	mod=0	untracked=0
/home/reyerchu/wt-jw2-extract-err	RECOVER	d8af5ec157cf38fc2f57fa41f3208dab8f1a2595	HEAD_SAME	d8af5ec157cf38fc2f57fa41f3208dab8f1a2595	mod=0	untracked=0
/home/reyerchu/wt-jw2-scratch-revert	RECOVER	64452a3fb93812c785bcf572e21a94032bf35ea6	HEAD_SAME	64452a3fb93812c785bcf572e21a94032bf35ea6	mod=0	untracked=0
/tmp/claude-1000/-home-reyerchu-vibe-ic/0144f922-cbe4-48a4-937e-a5e723ca0cec/scratchpad/wt-ppa	RECOVER	c7f34a9822923c1ce9053b8c093cc10b2dca8f4d	HEAD_SAME	c7f34a9822923c1ce9053b8c093cc10b2dca8f4d	mod=0	untracked=0
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt	RECOVER	0aa57229f64d69904a7d70f302ab7093530fc654	HEAD_SAME	0aa57229f64d69904a7d70f302ab7093530fc654	mod=0	untracked=0
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt2	RECOVER	b6bb7de63d2b8e73bce75c5f5d7debeb3b48e889	HEAD_SAME	b6bb7de63d2b8e73bce75c5f5d7debeb3b48e889	mod=0	untracked=0
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt3	RECOVER	8342b9a636d262a3985c64463ad9fc4205e258e1	HEAD_SAME	8342b9a636d262a3985c64463ad9fc4205e258e1	mod=0	untracked=0
/home/reyerchu/_a1456	RECOVER	3d13e2c59eb0e65527326b1f932050550c982188	HEAD_SAME	3d13e2c59eb0e65527326b1f932050550c982188	mod=1	untracked=0
/home/reyerchu/_batch41	RECOVER	6c91641b85f489d839036bed3dcdce9d6152cf4e	HEAD_SAME	6c91641b85f489d839036bed3dcdce9d6152cf4e	mod=0	untracked=0
/home/reyerchu/_batch42	RECOVER	2a942150b9895db1e0350c8a15e6374e9e0f12d4	HEAD_SAME	2a942150b9895db1e0350c8a15e6374e9e0f12d4	mod=0	untracked=0
/home/reyerchu/_batch43	RECOVER	6e90026c05fdd0c7d33641b2eeeb99438f127380	HEAD_SAME	6e90026c05fdd0c7d33641b2eeeb99438f127380	mod=0	untracked=0
/home/reyerchu/_batch7	RECOVER	471490960c60e547296990ab83f5188ef0a490df	HEAD_SAME	471490960c60e547296990ab83f5188ef0a490df	mod=0	untracked=0
/home/reyerchu/_batch96	RECOVER	35bdad45f135b8bb92c2c149e40b4abae65e86c2	HEAD_SAME	35bdad45f135b8bb92c2c149e40b4abae65e86c2	mod=0	untracked=0
/home/reyerchu/_batchX	RECOVER	3ee007b6eaf4dc194cff74bc4db4b421ec9ffdb0	HEAD_SAME	3ee007b6eaf4dc194cff74bc4db4b421ec9ffdb0	mod=0	untracked=0
/home/reyerchu/_ctrl2	RECOVER	09eee05443e037fbc296692236e9967558ce4c05	HEAD_SAME	09eee05443e037fbc296692236e9967558ce4c05	mod=0	untracked=0
/home/reyerchu/_ctrl3	RECOVER	9a037726e0550f2e0deaeeb239723f2b696216cf	HEAD_SAME	9a037726e0550f2e0deaeeb239723f2b696216cf	mod=0	untracked=0
/home/reyerchu/_gf180_priv/wt	RECOVER	5240ead2c7ee91bdafedf86c8fb634f169461a64	HEAD_MOVED	c130f26f853ad2b015cfe18570b50e53fa6ace9a	mod=0	untracked=0
/home/reyerchu/_i_batch103	RECOVER	e539d0622eaf27075ec6443b74afd450ccb3d222	HEAD_SAME	e539d0622eaf27075ec6443b74afd450ccb3d222	mod=0	untracked=0
/home/reyerchu/_i_batchv2	RECOVER	5f8de0427b706e76681505a605204bf54d62df56	HEAD_SAME	5f8de0427b706e76681505a605204bf54d62df56	mod=0	untracked=0
/home/reyerchu/_i_batchv3	RECOVER	78f99ee5f23231d23980dded04d73aec34e108ce	HEAD_SAME	78f99ee5f23231d23980dded04d73aec34e108ce	mod=0	untracked=0
/home/reyerchu/_i_solo_1126	RECOVER	30ca1a916507478dbe53f7517e3b16f76fa6efde	HEAD_SAME	30ca1a916507478dbe53f7517e3b16f76fa6efde	mod=0	untracked=0
/home/reyerchu/_jcorpus/tree	RECOVER	aeb888694f8fe4fde567ee37d00fa25d3fdb38d9	HEAD_SAME	aeb888694f8fe4fde567ee37d00fa25d3fdb38d9	mod=0	untracked=0
/home/reyerchu/_jppa_search/tree	RECOVER	dd98dab4baaa659ca24fb1edf1fd10f966c0e220	HEAD_SAME	dd98dab4baaa659ca24fb1edf1fd10f966c0e220	mod=0	untracked=0
/home/reyerchu/_steps68	RECOVER	8aeb759d0e224d80c61d43ba86de258f25483f16	HEAD_SAME	8aeb759d0e224d80c61d43ba86de258f25483f16	mod=0	untracked=0
/home/reyerchu/_v1290	RECOVER	69fa7107d6a2dde02ef35484f99e6ac8f8d5a9ee	HEAD_SAME	69fa7107d6a2dde02ef35484f99e6ac8f8d5a9ee	mod=0	untracked=0
/home/reyerchu/vibe-ic-wt-caravel-slew-drv2	RECOVER	b2c404a99d448cc938ee0238ab72c5d06e769bbc	HEAD_SAME	b2c404a99d448cc938ee0238ab72c5d06e769bbc	mod=0	untracked=1
/home/reyerchu/vibe-ic-wt-subservient-l10-cpu-oracle	RECOVER	77339fb8dd41f8b6f058092e8a8e3a6bbb1480b7	HEAD_SAME	77339fb8dd41f8b6f058092e8a8e3a6bbb1480b7	mod=0	untracked=0
/tmp/anchorfix	RECOVER	39106db564a2fd7cbd637ce10130e975e69460ad	HEAD_SAME	39106db564a2fd7cbd637ce10130e975e69460ad	mod=0	untracked=0
/tmp/claude-1000/-home-reyerchu/4b968d04-058f-4158-87d8-380f5eedccae/scratchpad/vibeic-check	RECOVER	694b3dc0dcfb1e220674ec980cc793b385314460	HEAD_SAME	694b3dc0dcfb1e220674ec980cc793b385314460	mod=0	untracked=0
/tmp/claude-1000/-home-reyerchu/4b968d04-058f-4158-87d8-380f5eedccae/scratchpad/vibeic-decouple	RECOVER	788af6188b066c209dcffbc847dfb48ca201d07c	HEAD_SAME	788af6188b066c209dcffbc847dfb48ca201d07c	mod=0	untracked=0
/home/reyerchu/_advkill_lgate	RECOVER	1c926d0c7a57795401f73de743fc31a60cd3cb84	HEAD_SAME	1c926d0c7a57795401f73de743fc31a60cd3cb84	mod=4685	untracked=4685
/home/reyerchu/_adv_lgate_unknown	RECOVER	fa7c1382660a8d08d979b53f996979c7cc84feb8	HEAD_SAME	fa7c1382660a8d08d979b53f996979c7cc84feb8	mod=4685	untracked=4688
/home/reyerchu/_agentjob_i1027rw/wt	RECOVER	a925fcb35e92a4beb2240869fe1d8f79b19cca1e	HEAD_SAME	a925fcb35e92a4beb2240869fe1d8f79b19cca1e	mod=0	untracked=0
/home/reyerchu/_agentjob_lgate/gate	RECOVER	bd20fc88d40bab2628686b4d2f8d24d28e7be81b	HEAD_SAME	bd20fc88d40bab2628686b4d2f8d24d28e7be81b	mod=0	untracked=0
/home/reyerchu/_agent_scratch_sub_gf180_11029/wt_pr	RECOVER	f60c654ba01745cf116773a58a7073fa8c55ec78	HEAD_SAME	f60c654ba01745cf116773a58a7073fa8c55ec78	mod=0	untracked=0
/home/reyerchu/AI_IC_design/_jm9_wt	RECOVER	bcb0beb669b55a8c2ecc1aeafacb474ccb08ea57	HEAD_SAME	bcb0beb669b55a8c2ecc1aeafacb474ccb08ea57	mod=0	untracked=0
/home/reyerchu/AI_IC_design/_jppasearch_wt	RECOVER	8bd7fe74cd5911d04dfbff5e9ff2efc1a43fc048	HEAD_SAME	8bd7fe74cd5911d04dfbff5e9ff2efc1a43fc048	mod=0	untracked=0
/home/reyerchu/AI_IC_design/wt-all	RECOVER	e6370636c5eb77ed4c4a67435753341fd36161e9	HEAD_SAME	e6370636c5eb77ed4c4a67435753341fd36161e9	mod=0	untracked=1
/home/reyerchu/AI_IC_design/wt-all2	RECOVER	81ef726f88fa404078a23c770bd88d8a46098bb2	HEAD_SAME	81ef726f88fa404078a23c770bd88d8a46098bb2	mod=0	untracked=0
/home/reyerchu/AI_IC_design/wt-gint-twopaths	RECOVER	fc4db8ecbd49b15d744f95066a544da595bcae01	HEAD_SAME	fc4db8ecbd49b15d744f95066a544da595bcae01	mod=0	untracked=0
/home/reyerchu/AI_IC_design/wt-jw2-placement	RECOVER	aea73f4c6c1274249ef7ecdf2a500066b7177511	HEAD_SAME	aea73f4c6c1274249ef7ecdf2a500066b7177511	mod=0	untracked=0
/home/reyerchu/AI_IC_design/wt_jwire2	RECOVER	4c77f7f0ae43915d5f550e4b096b0e9ef8144710	HEAD_MOVED	c190bf024bc21567aeeea2d3ed7fbc0d3cc5c716	mod=0	untracked=0
/home/reyerchu/AI_IC_design/wt-w3-unforgeable	RECOVER	57adb87274cbb75e28eacba6deefdcff3fab579f	HEAD_SAME	57adb87274cbb75e28eacba6deefdcff3fab579f	mod=0	untracked=0
/home/reyerchu/_c_o_caravel_user_project_sky130A_c2_scratch/r8/main	RECOVER	d9b72217b028b51aead7545fe0c959a5e7cd06a5	HEAD_SAME	d9b72217b028b51aead7545fe0c959a5e7cd06a5	mod=0	untracked=0
/home/reyerchu/_c_o_caravel_user_project_sky130A_c2_scratch/wt	RECOVER	688aad2d32d611234bbe58eca55753be7496552b	HEAD_SAME	688aad2d32d611234bbe58eca55753be7496552b	mod=0	untracked=0
/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_run	RECOVER	791ba9807252bf44e4220cb39cff751d1f6b4612	HEAD_SAME	791ba9807252bf44e4220cb39cff751d1f6b4612	mod=0	untracked=0
/home/reyerchu/_c_rt_edge_llm_accel_scratch/wt_prose	RECOVER	8b69a09570778dfbf09298645f77b919c7d3f067	HEAD_SAME	8b69a09570778dfbf09298645f77b919c7d3f067	mod=0	untracked=0
/home/reyerchu/_c_rt_sha256_scratch/wt	RECOVER	639717eea3857ae51ba194730d95e5a627c7a98d	HEAD_SAME	639717eea3857ae51ba194730d95e5a627c7a98d	mod=0	untracked=0
/home/reyerchu/_c_rt_u_hawaii_adc_scratch/wt_fix	RECOVER	c5b4371a7ce5d223b6168c0180f0d9b1efee7653	HEAD_SAME	c5b4371a7ce5d223b6168c0180f0d9b1efee7653	mod=0	untracked=0
/home/reyerchu/_d7wt/fix	RECOVER	df8517ad9fa772bf3286b3d83bbe2dc8d47c6472	HEAD_SAME	df8517ad9fa772bf3286b3d83bbe2dc8d47c6472	mod=0	untracked=0
/home/reyerchu/_d9_p1c	RECOVER	169d55af84081a34c504b62a8fb5a421fe63e16f	HEAD_SAME	169d55af84081a34c504b62a8fb5a421fe63e16f	mod=0	untracked=0
/home/reyerchu/_fga_scratch/wt	RECOVER	1dccf45b058ee500e72a76a9a9e1ad51476cc35c	HEAD_SAME	1dccf45b058ee500e72a76a9a9e1ad51476cc35c	mod=0	untracked=0
/home/reyerchu/_fix904_scratch/wt	RECOVER	76431790a0e11140bcda178848746c2100ec1aaa	HEAD_SAME	76431790a0e11140bcda178848746c2100ec1aaa	mod=0	untracked=0
/home/reyerchu/_ld/wt	RECOVER	31fb2c1efe49b8f2579fce73d1f18d1a60ca0cd5	HEAD_SAME	31fb2c1efe49b8f2579fce73d1f18d1a60ca0cd5	mod=0	untracked=0
/home/reyerchu/_LRNdh	RECOVER	713f0209faa28b223da6bac121ef4a9ca6b3df44	HEAD_SAME	713f0209faa28b223da6bac121ef4a9ca6b3df44	mod=4726	untracked=4726
/home/reyerchu/_nv/wt	RECOVER	3c571157f9bb86e180dd4b5821893e92d93c7622	HEAD_SAME	3c571157f9bb86e180dd4b5821893e92d93c7622	mod=0	untracked=0
/home/reyerchu/_orfs/wt	RECOVER	a1a89146bba2561bd500f5448efdd35e9717159a	HEAD_SAME	a1a89146bba2561bd500f5448efdd35e9717159a	mod=0	untracked=0
/home/reyerchu/wt922	RECOVER	de96c3cba00c656202c88dc61dc856ebb2d0210b	HEAD_SAME	de96c3cba00c656202c88dc61dc856ebb2d0210b	mod=0	untracked=0
/home/reyerchu/wt_k3_dep	RECOVER	671f5a0b49c543f69c2e3e5c4ad15859903ca2f3	HEAD_SAME	671f5a0b49c543f69c2e3e5c4ad15859903ca2f3	mod=4685	untracked=4685
/home/reyerchu/_wt_sha256_sta	RECOVER	23f7b6500c3bb36222f4fbe752c837f0fd936ffa	HEAD_SAME	23f7b6500c3bb36222f4fbe752c837f0fd936ffa	mod=0	untracked=0
